seq,group,folder,ordinal,member,neutral_file,path,top,ok_broad,review,instrument_steal,status,final_source,shape,raw_consensus,raw_family,seconds,error,verified_with_third_party_enabled,acceptance_status,correction_note
10,2,one_shot_percussive_sounds/2,190,one_shot_percussive_sounds/2/106334.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00190.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.68,,,PASS,
11,3,one_shot_percussive_sounds/3,186,one_shot_percussive_sounds/3/143770.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00186.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,hit_with_tail,,,0.71,,,PASS,
12,3,one_shot_percussive_sounds/3,187,one_shot_percussive_sounds/3/143771.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00187.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,hit_with_tail,,,0.72,,,PASS,
13,3,one_shot_percussive_sounds/3,188,one_shot_percussive_sounds/3/143772.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00188.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,hit_with_tail,,,0.7,,,PASS,
14,3,one_shot_percussive_sounds/3,189,one_shot_percussive_sounds/3/143773.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00189.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,strong_consensus,,single_hit,,,0.31,,,PASS,
15,3,one_shot_percussive_sounds/3,190,one_shot_percussive_sounds/3/143774.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00190.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.71,,,PASS,
16,4,one_shot_percussive_sounds/4,186,one_shot_percussive_sounds/4/208289.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00186.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.66,,,PASS,
17,4,one_shot_percussive_sounds/4,187,one_shot_percussive_sounds/4/208290.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00187.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.71,,,PASS,
18,4,one_shot_percussive_sounds/4,188,one_shot_percussive_sounds/4/208291.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00188.wav,Drums/World Percussion/Indian Percussion/Tabla/One Shots,Drums,True,False,False,percussive_one_shot_parent_firewall,,bass_phrase,,,0.76,,,PASS,
19,4,one_shot_percussive_sounds/4,189,one_shot_percussive_sounds/4/208292.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00189.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.74,,,PASS,
20,4,one_shot_percussive_sounds/4,190,one_shot_percussive_sounds/4/208293.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00190.wav,Drums/World Percussion/Latin Percussion/Conga/One Shots,Drums,True,False,False,strong_consensus,,hit_with_tail,,,0.73,,,PASS,
21,5,one_shot_percussive_sounds/5,186,one_shot_percussive_sounds/5/439886.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00186.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.66,,,PASS,
22,5,one_shot_percussive_sounds/5,187,one_shot_percussive_sounds/5/439887.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00187.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,strong_consensus,,hit_with_tail,,,0.76,,,PASS,
23,5,one_shot_percussive_sounds/5,188,one_shot_percussive_sounds/5/440218.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00188.wav,_TO_REVIEW/Broken Or Tiny,_TO_REVIEW,False,True,False,broken_or_tiny_review,,broken_or_tiny,,,0.87,,True,PASS_BROKEN_OR_TINY_REVIEW,rerun individually with third-party enabled; sorter returned Broken Or Tiny review
24,5,one_shot_percussive_sounds/5,189,one_shot_percussive_sounds/5/441116.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00189.wav,_TO_REVIEW/Broken Or Tiny,_TO_REVIEW,False,True,False,broken_or_tiny_review,,broken_or_tiny,,,0.69,,True,PASS_BROKEN_OR_TINY_REVIEW,rerun individually with third-party enabled; sorter returned Broken Or Tiny review
25,5,one_shot_percussive_sounds/5,190,one_shot_percussive_sounds/5/441613.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00190.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.68,,,PASS,
